a(chebi:10100)	partOf	complex(a(chebi:10100), p(hgnc:19679))	{"relation": "partOf"}
path(doid:0080600)	association	path(hp:0031352)	{"annotations": {}, "citation": {"authors": ["Chen G", "Chen H", "Chen J", "Chen T", "Ding C", "Guo W", "Han M", "Huang J", "Li S", "Luo X", "Ma K", "Ning Q", "Wang H", "Wang T", "Wu D", "Xu D", "Yan W", "Yang D", "Yu H", "Zhang X", "Zhao J"], "date": "2020-03-26", "db": "PubMed", "db_id": "32217556", "db_name": "BMJ (Clinical research ed.)", "first": "Chen T", "last": "Ning Q", "pages": "m1091", "volume": "368"}, "evidence": "Other prevalent symptoms at onset of illness in deceased patients included fatigue, dyspnoea, chest tightness, and sputum production; less common symptoms included anorexia, diarrhoea, and myalgia.", "line": 73, "relation": "association"}
path(doid:0080600)	positiveCorrelation	path(hp:0031352)	{"annotations": {}, "citation": {"authors": ["Cao Y", "Chen G", "Chen H", "Chen T", "Guo W", "Han M", "Huang D", "Li S", "Luo X", "Ning Q", "Song J", "Wang H", "Wang T", "Wu D", "Wu S", "Yu H", "Zhang M", "Zhang X", "Zhao J"], "date": "2020-03-27", "db": "PubMed", "db_id": "32217835", "db_name": "The Journal of clinical investigation", "first": "Chen G", "last": "Ning Q"}, "evidence": "Compared to moderate cases, chest tightness tended to be more common in severe cases. In addition, tachypnea and dyspnea were only developed in severe cases.", "line": 92, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	path(hp:0004396)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "She developed chest tightness, shortness of breath, loss of appetite, 62 nausea, and diarrhea", "line": 64, "relation": "positiveCorrelation"}
path(doid:0080600)	association	path(hp:0004396)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "10.1101/2020.03.13.990226"}, "evidence": "Other clinical signs such as reduced appetite, increased respiration rate and hunched posture were transient after the initial challenge.", "line": 65, "relation": "association"}
path(doid:0080600)	association	path(hp:0011227)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "lymphocyte count slightly decreased [0.81\u00d7109/L, reference range: (1.1~3.2) \u00d7109/L], and the concentration of serum high-sensitivity C-reactive protein (hsCRP) increased [49.9 mg/L, reference range: (0~3) mg/L], with leukocyte count and procalcitonin (PCT) concentration within normal ranges.", "line": 82, "relation": "association"}
path(doid:0080600)	association	path(hp:0011227)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "The CBC was normal except for the development of eosinopenia (0\u00d7109 /L) and an elevated erythrocyte sedimentation rate (ESR) and CRP concentration (39 mm/h and 60.41 mg/L, respectively).", "line": 147, "relation": "association"}
path(doid:0080600)	association	path(hp:0011227)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "Unfortunately, during the operation of ECMO she suffered a sudden cardiac arrest and survived by rescue of cardiopulmonary resuscitation (CPR).", "line": 174, "relation": "association"}
path(doid:0080600)	association	path(hp:0011227)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "Laboratory tests showed a slight decrease of leukocytes (3.19\u00d7109/L) and neutrophils (1.57\u00d7109/L) and a mildly elevated CRP concentration (29.2 mg/L), with all other tested parameters within normal ranges.", "line": 225, "relation": "association"}
path(doid:0080600)	association	path(hp:0011227)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "Other abnormal results of laboratory parameters included significantly increased CRP 186 concentration (> 160 mg/L) and slightly increased PCT concentration (0.39 ng/ml).", "line": 245, "relation": "association"}
path(doid:0080600)	increases	path(doid:1227)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "Most laboratory tests were within normal ranges, except for mild leukopenia [3.37\u00d7109 /L, reference range: (3.5~9.5) \u00d7109 /L] and neutropenia [1.47\u00d7109 /L, reference range: (1.8~6.3) \u00d7109 /L].", "line": 89, "relation": "increases"}
path(doid:0080600)	association	path(hp:0031891)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "On admission, physical examinations and pulmonary auscultation were normal; laboratory tests indicated a reduction in leukocytes (1.92\u00d7109/L), neutrophils (1.20\u00d7109/L), lymphocytes (0.47\u00d7109/L), and eosinophils (0\u00d7109 /L) counts, normal CRP and PCT concentrations, and slightly increased concentration of serum amyloid A [SAA, 36.84 mg/L, reference range: (0~10) mg/L]", "line": 105, "relation": "association"}
path(doid:0080600)	association	path(hp:0031891)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "The CBC was normal except for the development of eosinopenia (0\u00d7109 /L) and an elevated erythrocyte sedimentation rate (ESR) and CRP concentration (39 mm/h and 60.41 mg/L, respectively).", "line": 145, "relation": "association"}
path(doid:0080600)	increases	a(chebi:138152)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "On admission, physical examinations and pulmonary auscultation were normal; laboratory tests indicated a reduction in leukocytes (1.92\u00d7109/L), neutrophils (1.20\u00d7109/L), lymphocytes (0.47\u00d7109/L), and eosinophils (0\u00d7109 /L) counts, normal CRP and PCT concentrations, and slightly increased concentration of serum amyloid A [SAA, 36.84 mg/L, reference range: (0~10) mg/L]", "line": 106, "relation": "increases"}
path(doid:0080600)	association	path(hp:0003565)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "The CBC was normal except for the development of eosinopenia (0\u00d7109 /L) and an elevated erythrocyte sedimentation rate (ESR) and CRP concentration (39 mm/h and 60.41 mg/L, respectively).", "line": 146, "relation": "association"}
path(doid:0080600)	association	path(hp:0003565)	{"annotations": {"mesh": {"D044967": true}}, "citation": {"authors": ["Chen G", "Chen H", "Chen J", "Chen T", "Ding C", "Guo W", "Han M", "Huang J", "Li S", "Luo X", "Ma K", "Ning Q", "Wang H", "Wang T", "Wu D", "Xu D", "Yan W", "Yang D", "Yu H", "Zhang X", "Zhao J"], "date": "2020-03-26", "db": "PubMed", "db_id": "32217556", "db_name": "BMJ (Clinical research ed.)", "first": "Chen T", "last": "Ning Q", "pages": "m1091", "volume": "368"}, "evidence": "Concentrations of procalcitonin, high sensitivity C-reactive protein, and ferritin, as well as erythrocyte sedimentation rate, were significantly higher in deceased patients than in recovered patients.", "line": 157, "relation": "association"}
path(doid:0080600)	association	path(hp:0003565)	{"annotations": {}, "citation": {"authors": ["Li T", "Liu Z", "Qin Y", "Wang J", "Wang Q", "Yan X", "Zeng X", "Zhang F", "Zhang S", "Zhang W", "Zhang X", "Zhao Y"], "date": "2020-03-25", "db": "PubMed", "db_id": "32222466", "db_name": "Clinical immunology (Orlando, Fla.)", "first": "Zhang W", "last": "Zhang S", "pages": "108393", "volume": "214"}, "evidence": "Consistent with others, most of severe COVID-19 patients in our ICU ward had persistent very high level of erythematosus sedimentation rate (ESR), CRP, and high level of IL-6,TNFa, IL-1B, IL-8, IL2R, etc, and were associated with ARDS, hypercoagulation and disseminated intravascular coagulation (DIC), manifested as thrombosis, thrombocytopenia, gangrene of extremities.", "line": 85, "relation": "association"}
path(doid:0080600)	increases	path(mesh:D007958)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "Remarkable abnormalities in the CBC were detected on January 29, including increased neutrophils (10.67\u00d7109/L), leukocytes (11.73\u00d7109/L), and decreased lymphocytes (0.51\u00d7109 /L), and on February 4 decreased erythrocytes (2.40\u00d71012/L) and platelets (73\u00d7109 /L).", "line": 162, "relation": "increases"}
path(doid:0080600)	decreases	path(mesh:D007958)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "Laboratory tests showed a slight decrease of leukocytes (3.19\u00d7109/L) and neutrophils (1.57\u00d7109/L) and a mildly elevated CRP concentration (29.2 mg/L), with all other tested parameters within normal ranges.", "line": 223, "relation": "decreases"}
path(doid:0080600)	decreases	path(mesh:D004906)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "Remarkable abnormalities in the CBC were detected on January 29, including increased neutrophils (10.67\u00d7109/L), leukocytes (11.73\u00d7109/L), and decreased lymphocytes (0.51\u00d7109 /L), and on February 4 decreased erythrocytes (2.40\u00d71012/L) and platelets (73\u00d7109 /L).", "line": 164, "relation": "decreases"}
path(doid:0080600)	decreases	path(mesh:D010976)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "Remarkable abnormalities in the CBC were detected on January 29, including increased neutrophils (10.67\u00d7109/L), leukocytes (11.73\u00d7109/L), and decreased lymphocytes (0.51\u00d7109 /L), and on February 4 decreased erythrocytes (2.40\u00d71012/L) and platelets (73\u00d7109 /L).", "line": 165, "relation": "decreases"}
path(doid:0080600)	increases	a(mesh:C036309)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "Unfortunately, during the operation of ECMO she suffered a sudden cardiac arrest and survived by rescue of cardiopulmonary resuscitation (CPR).", "line": 175, "relation": "increases"}
path(doid:0080600)	increases	path(mesh:D006940)	{"annotations": {"mesh": {"D009092": true}}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "On February 10, bedside bronchoscopy and bronchial lavage were performed, revealing hyperemia in mucous membranes of the trachea and bronchi with bleeding tendency and a large amount of yellow sticky sputum obstructing the entrance of the bilateral main bronchi and some bronchial lumens, which were aspirated completely.", "line": 184, "relation": "increases"}
path(doid:0080600)	increases	a(mesh:D007073)	{"annotations": {"mesh": {"D044967": true}}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "All the laboratory results were within normal ranges, including CBC and biochemical parameters, except for elevated levels of serum IgE (173 IU/mL).", "line": 208, "relation": "increases"}
path(doid:0080600)	increases	path(mesh:D000860)	{"annotations": {}, "citation": {"authors": ["Dong XQ", "Wang XC", "Yang CX", "Yang XP", "Zhang M", "Zhang N", "Zheng HY", "Zheng YT"], "date": "2020-03-17", "db": "PubMed", "db_id": "32203186", "db_name": "Cellular &amp; molecular immunology", "first": "Zheng HY", "last": "Zheng YT"}, "evidence": "Recent studies have shown that in addition to dyspnea, hypoxemia, and acute respiratory distress, lymphopenia, and cytokine release syndrome are also important clinical features in patients with severe SARS- CoV-2 infection.3", "line": 56, "relation": "increases"}
path(doid:0080600)	decreases	a(mesh:D006098)	{"annotations": {}, "citation": {"authors": ["Dong XQ", "Wang XC", "Yang CX", "Yang XP", "Zhang M", "Zhang N", "Zheng HY", "Zheng YT"], "date": "2020-03-17", "db": "PubMed", "db_id": "32203186", "db_name": "Cellular &amp; molecular immunology", "first": "Zheng HY", "last": "Zheng YT"}, "evidence": "Instead, we found that the severe group had a significant reduction in granulocytes compared to the mild group (Fig. 1a)", "line": 71, "relation": "decreases"}
path(doid:0080600)	increases	p(hgnc:1628)	{"annotations": {"mesh": {"D010949": true}}, "citation": {"authors": ["Dong XQ", "Wang XC", "Yang CX", "Yang XP", "Zhang M", "Zhang N", "Zheng HY", "Zheng YT"], "date": "2020-03-17", "db": "PubMed", "db_id": "32203186", "db_name": "Cellular &amp; molecular immunology", "first": "Zheng HY", "last": "Zheng YT"}, "evidence": "Although patients had higher sCD14 levels than healthy people, there were no significant differences between the severe and mild groups (Fig. 1b).", "line": 80, "relation": "increases"}
